idx,inference_time(localize),inference_time(recognize),result,ground_truth,isTrue
68,49.0,671.159973,20no631,20no6331,X
69,49.689999,672.1099849999999,23do1672,23do1672,O
70,47.700001,669.840027,gyeonggi95ja1735,gyeonggi95ja1735,O
71,48.349998,670.679993,83so2460,83so2460,O
72,49.25,671.6400150000001,61du5219,61du5219,O
73,47.82,671.679993,80do5690,daejeon80do5690,X
74,49.099998,671.380005,26joe6315,26joe6315,O
75,49.599998,671.710022,jeonbuk90sa1330,jeonbuk90sa1330,O
76,48.389998999999996,670.349976,15nu6064,15nu6064,O
77,48.080002,670.400024,84joe1201,84joe1201,O
78,49.220001,672.099976,50mo1379,50mo1379,O
79,47.740002000000004,670.27002,39ma1312,39moe1312,X
80,47.91,670.219971,34no7487,34no7487,O
81,47.990002000000004,670.22998,35go5239,35go5239,O
82,48.07,670.419983,29su6125,29su6125,O
83,48.209998999999996,670.909973,38ha158,38hoe1558,X
84,49.779999,672.0,gyeongnam81aa9743,gyeongnam81aa9743,O
85,47.560001,670.1400150000001,43su4249,43su4249,O
86,48.529999,670.909973,chungbuk87ja2001,chungbuk87ja2001,O
87,48.110001000000004,670.77002,46bu6807,46bu6807,O
88,49.0,671.5,68ha3757,68ha3757,O
89,47.639998999999996,670.099976,29ju634,29ju6344,X
90,48.060001,670.049988,60no540,60no5440,X
91,47.779999,670.219971,38moe2016,38moe2016,O
92,49.07,671.599976,67gu6358,67gu6358,O
93,47.720001,670.320007,30doe4574,30doe4574,O
94,48.73,671.320007,01ha8335,01ha8335,O
95,49.310001,671.6900019999999,84go9439,84go9439,O
96,48.48,670.799988,32noe2061,32noe2061,O
97,48.689999,670.97998,53noe954,53noe9544,X
98,47.73,670.179993,57su1982,57su1982,O
99,48.310001,670.8099980000001,38ha4738,38ha4738,O
100,49.049999,671.47998,68soe451,68soe4511,X
101,48.27,671.02002,803968,gyeongnam80sa3968,X
102,49.610001000000004,675.8900150000001,40ra3597,40ra3597,O
103,48.509997999999996,670.799988,busan95aa9615,busan95aa9615,O
104,48.900002,670.98999,gyeongbuk81aa6315,gyeongbuk81aa6315,O
105,48.720001,671.849976,50ro3984,50ro3984,O
106,49.02,671.210022,51joe5947,51joe5947,O
107,49.34,672.52002,gyeongbuk06no7987,gyeongbuk06no7987young,X
108,48.279999,670.880005,90ma938,90ma9338,X
109,47.720001,669.98999,74gu1519,74gu1519,O
110,48.23,670.590027,57su6212,57su6212,O
111,47.889998999999996,669.929993,18jo3928,18jo3928,O
112,48.290001000000004,670.650024,16su2526,16su2526,O
113,48.849998,671.48999,57bo445,57bo4445,X
114,47.57,669.929993,52go537,52go5337,X
115,47.52,669.869995,56oo7571,56oo7571,O
116,48.82,671.320007,82boe8487,82boe8487,O
117,47.82,670.419983,58bu7510,58bu7510,O
118,49.09,671.330017,69mo451,69mo4451,X
119,49.540001000000004,672.369995,27go122,27go2291,X
120,49.299999,671.8900150000001,01ho9349,01ho9349,O
121,47.970001,670.169983,21ju3217,21ju3217,O
122,47.779999,670.289978,57doe2267,57doe2267,O
123,48.57,671.130005,83bu3273,83bu3273,O
124,48.150002,670.8599849999999,11ro185,11ro1851,X
125,48.09,670.320007,incheon98sa8605,incheon98sa8605,O
126,48.360001000000004,670.619995,69nu4189,69nu4189,O
127,49.369999,671.789978,21da0697,21da0697,O
128,47.939999,670.130005,54oo5644,54oo5644,O
129,48.0,670.679993,60ba7402,광ju60ba7402,X
130,48.119999,670.869995,gyeonggi94sa5016,gyeonggi94sa5016,O
131,48.720001,672.150024,82gu1160,82gu1160,O
132,47.720001,670.179993,40go0502,40go0502,O
133,48.290001000000004,670.590027,75joe7632,75joe7632,O
135,47.73,670.27002,39ba2307,busan32ba3007,X
136,47.810001,670.369995,27su1481,27su1481,O
137,48.189999,670.530029,29boe923,29boe9923,X
138,47.509997999999996,670.130005,89ga9151,89ga9151,O
139,49.5,672.1900019999999,daegu80ba6851,daegu80ba6851,O
140,48.630001,671.400024,40doe3377,40doe3377,O
141,47.599998,669.8599849999999,63oo4026,63oo4026,O
142,49.43,672.47998,93mo4125,93mo4125,O
143,47.91,669.98999,16joe6170,16joe6170,O
144,47.82,670.349976,35ju1542,35ju1542,O
145,49.369999,671.619995,85nu5131,85nu5131,O
146,47.5,669.799988,80joe9557,80joe9557,O
147,47.919998,670.460022,851mu8055,81mu8055,X
148,48.599998,670.8599849999999,35ha1622,35ha1622,O
149,48.43,671.02002,57boe5150,57boe5150,O
150,48.869999,671.320007,02so7188,02so7188,O
151,48.34,670.659973,46ju3203,46ju3203,O
152,48.209998999999996,671.369995,busan30ro3899,busan30ro3899,O
153,48.0,670.320007,20na6805,20na6805,O
154,47.75,670.280029,43ru0220,43ru0220,O
155,48.200001,671.97998,95ru7518,95ru7518,O
156,49.57,671.76001,59moe8023,59moe8023,O
157,49.029999,671.200012,12su5260,12su5260,O
158,48.610001000000004,670.789978,30wu0999,30wu0999,O
159,49.200001,671.659973,chungbuk14go628,chungbuk14go6228,X
160,47.77,670.5,36ho7396,36ho7396,O
161,49.130001,671.650024,incheon86aa2354,incheon86aa2354,O
162,48.580002,671.299988,84nu3340,84nu3340,O
163,48.32,670.669983,chungbuk82aa2575,chungbuk82aa2575,O
164,48.82,671.030029,31ro861,31ro8661,X
165,49.630001,672.049988,37mo1089,37mo1089,O
166,48.150002,670.48999,gyeongnam81sa5142,gyeongnam81sa5142,O
167,48.779999,671.3599849999999,08bu0472,08bu0472,O
168,48.139998999999996,670.630005,04ha928,04ha9228,X
169,49.23,671.719971,39ho4210,39ho4210,O
170,48.830002,671.570007,30mo184,30mo1884,X
171,48.5,671.039978,seoul85ba4295,seoul85ba4295,O
172,48.529999,671.130005,20bu4692,20bu4692,O
173,48.779999,671.460022,71moe579,71moe5579,X
174,48.610001000000004,670.8900150000001,20goe2014,20goe2014,O
175,49.119999,671.469971,95su9304,95su9304,O
176,49.459998999999996,672.419983,73ra2357,gyeonggi73ra2357,X
177,48.34,671.01001,09wu4514,09wu4514,O
178,47.700001,669.849976,63wu3799,63wu3799,O
179,49.060001,671.48999,38gu7893,38gu7893,O
180,48.709998999999996,670.97998,43mo9726,43mo9726,O
181,47.650002,671.0,51ro3525,51ro3525,O
182,48.419998,670.780029,40bo6941,40bo6941,O
183,48.77,671.280029,56moe3651,56moe3651,O
184,47.91,670.650024,50ra1293,50ra1293,O
185,49.560001,672.02002,6do6917,66do6917,X
186,48.77,671.130005,26bu5615,26bu5615,O
187,47.82,670.090027,47mo9274,47mo9274,O
188,48.529999,670.619995,gyeongnam81sa4256,gyeongnam81sa4256,O
189,49.470001,672.049988,82mu3179,82mu3179,O
190,47.560001,669.650024,17gu9282,17gu9282,O
191,47.759997999999996,670.48999,29hoe8923,29hoe8923,O
192,48.009997999999996,670.320007,1mu6397,11mu6397,X
193,48.279999,670.700012,daejeon87aa2672,daejeon87aa2672,O
194,47.880001,670.039978,21na3956,21na3956,O
195,48.099998,671.76001,52ra3513,52ra3513,O
196,48.049999,670.549988,54do347,54do4780,X
197,47.400002,669.3599849999999,jeonbuk98sa4157,jeonbuk98sa4157,O
198,49.200001,672.330017,49doe5533,seoul49doe5533,X
199,49.060001,671.73999,83no5366,83no5366,O
200,49.009997999999996,671.619995,68goe6619,68goe6619,O
201,48.82,671.049988,81ru8565,81ru8565,O
202,48.529999,670.72998,74ra8092,74ra8092,O
203,47.509997999999996,670.119995,06ra7594young,daejeon06ra7594young,X
204,48.279999,670.6099849999999,busan95aa9251,busan95aa9251,O
205,49.150002,671.1900019999999,gyeongbuk99aa4305,gyeongbuk99aa4305,O
206,48.790001000000004,671.22998,20ga165,20ga1665,X
207,47.93,670.780029,80na8810,gyeongnam80na8810,X
208,48.389998999999996,670.869995,95roe914,95roe9914,X
209,47.98,670.460022,93ru3467,93ru3467,O
210,49.310001,671.73999,08so4775,08so4775,O
211,49.32,671.650024,45ra9550,45ra9550,O
212,48.07,670.72998,91mo340,91mo3400,X
213,47.669998,670.590027,49ha931,49hoe9311,X
214,48.959998999999996,672.02002,47bo8623,47bo8623,O
215,47.799999,670.130005,23nu1655,23nu1655,O
216,47.990002000000004,670.1900019999999,13aoe5953,13aoe5953,O
217,49.389998999999996,671.950012,05ho219,05ho2119,X
218,48.639998999999996,671.22998,70soe2632,70soe2632,O
219,47.610001000000004,670.349976,jeonbuk86sa1832,jeonbuk86sa1832,O
220,48.549999,670.849976,ju2254,22ju2254,X
221,48.470001,670.909973,daejeon75ba6383,daejeon75ba6383,O
222,48.209998999999996,670.76001,chungnam86ba2711,chungnam86ba2711,O
223,48.080002,670.5599980000001,61roe7132,61roe7132,O
224,49.189999,673.0599980000001,32ra7625,32ra7625,O
225,49.580002,672.5599980000001,55joe7288,55joe7288,O
226,47.889998999999996,669.77002,17bu1650,17bu1650,O
227,48.029999,671.080017,93gu1423,93gu1423,O
228,48.32,670.76001,69gu7601,69gu7601,O
229,48.380001,670.8599849999999,55doe9926,55doe9926,O
230,47.68,670.200012,18do461,18do4461,X
231,48.169998,670.8099980000001,01hoe6496,01hoe6496,O
232,48.830002,672.52002,28moe3588,28moe3588,O
233,49.389998999999996,672.27002,32mu8178,32mu8178,O
234,48.66,671.599976,06bu4781,06bu4781,O
235,47.48,669.830017,49bu6470,49bu6470,O
236,48.34,670.929993,41joe3465,41joe3465,O
237,48.400002,671.1900019999999,58go2872,58go2872,O
238,48.209998999999996,670.880005,99ba3733,chungbuk99ba3733,X
239,47.700001,669.880005,95na1140,95na1140,O
240,48.799999,671.880005,oo,04oo2603,X
241,49.200001,671.380005,23wu5464,23wu5464,O
242,47.41,670.039978,82mo6295,82mo6295,O
243,47.98,670.460022,38su1609,38su1609,O
244,48.32,670.97998,95du6817,95du6817,O
245,48.43,671.130005,16go481,16go4481,X
246,48.939999,671.820007,27su1181,27su1181,O
247,49.290001000000004,671.530029,69jo8629,69jo8629,O
248,48.98,671.02002,426619,42hoe6619,X
249,49.18,671.75,08noe6009,08noe6009,O
250,48.43,671.969971,05bo7868,08bo7868,X
251,48.130001,670.419983,26ju9819,26ju9819,O
252,49.099998,671.76001,64ho4022,64ho4022,O
253,47.860001000000004,671.280029,daejeon31roe5208,daejeon31roe5208,O
254,48.18,670.599976,gyeonggi95ja8801,gyeonggi95ja8801,O
255,47.619999,670.570007,84nu9385,84nu9385,O
256,49.130001,671.580017,48gu595,48gu5995,X
257,48.34,670.590027,81aoe4273,81aoe4273,O
258,49.419998,672.200012,48moe4720,48moe4720,O
259,47.939999,670.179993,55nu0383,55nu0383,O
260,49.349998,671.820007,47no728,47no7728,X
261,48.220001,670.900024,7hoe6178,77hoe6178,X
262,49.450001,671.400024,62bo3050,62bo3050,O
263,48.209998999999996,670.869995,6oo3653,66oo3653,X
264,48.630001,671.380005,35noe8864,35noe8864,O
265,49.310001,671.659973,30aoe9849,30aoe9849,O
266,48.869999,672.75,162go7939,62go7939,X
267,48.880001,672.01001,16ra521,16ra5521,X
268,48.959998999999996,671.400024,10ro1656,10ro1656,O
269,47.950001,670.400024,66gu1508,66gu1508,O
270,48.360001000000004,670.679993,37bo8138,37bo8138,O
271,48.220001,670.630005,81mu5681,81mu5681,O
272,47.959998999999996,670.380005,47mo5792,47mo5792,O
273,47.419998,671.210022,68no5713,68no5713,O
274,47.509997999999996,669.8099980000001,82ba6595,gyeonggi82ba6595,X
275,49.380001,671.619995,42boe8457,42boe8457,O
276,47.810001,670.3900150000001,67da2312,67da2312,O
277,49.400002,671.849976,97go7876,97go7876,O
278,48.150002,670.530029,88ja5907,gyeongbuk88ja5907,X
279,49.150002,671.5599980000001,63goe5737,63goe5737,O
280,48.18,670.869995,60ga2175,60ga2175,O
281,48.849998,671.469971,85mo8183,85mo8183,O
282,49.049999,671.1099849999999,gyeonggi81ba4259,gyeonggi81ba4259,O
283,47.509997999999996,669.6400150000001,ju3850,33ju8850,X
284,49.169998,671.8599849999999,07da4519,07da4519,O
285,49.400002,671.590027,gwangju82aa1215,광ju82aa1215,X
286,49.509997999999996,672.130005,93da1023,93da1023,O
287,49.360001000000004,674.380005,30ju6327,30ju6327,O
288,48.450001,670.77002,20ro524,20ro2418,X
289,48.369999,670.789978,61joe8763,61joe8763,O
290,49.310001,671.97998,85no4384,85no4384,O
291,48.400002,670.9400019999999,62oo0519,62oo0519,O
292,49.049999,671.849976,04noe3287,04noe3287,O
293,48.439999,670.8099980000001,67ju0901,67ju0901,O
294,47.580002,669.75,03ra1132,03ra1132,O
295,48.02,670.719971,26su091,26su0991,X
296,48.389998999999996,670.900024,39noe5577,39noe5577,O
297,49.360001000000004,672.320007,45nu912,45nu9112,X
298,49.290001000000004,671.580017,chungbuk80aa3005,chungbuk80aa3005,O
299,47.900002,669.9400019999999,23no6095,23no6095,O
300,47.709998999999996,669.929993,26do3922,26do3922,O
301,48.73,670.76001,42roe3207,42roe3207,O
302,47.709998999999996,669.929993,gyeongnam82sa3649,gyeongnam82sa3649,O
303,48.740002000000004,671.330017,97ra8930,97ra8930,O
304,48.889998999999996,671.02002,95go2917,95go2917,O
305,47.950001,670.340027,62nu3931,62nu3931,O
306,49.16,671.710022,94ju3655,94ju3655,O
307,49.150002,671.419983,80joe9151,80joe9151,O
308,48.490002000000004,670.799988,40su678,40su6778,X
309,49.150002,671.48999,35ma0147,35ma0147,O
310,48.16,670.580017,busan91ba1258,busan91ba1258,O
311,47.459998999999996,670.1099849999999,95no1558,95no1558,O
312,48.349998,671.090027,47go146,47go4638,X
313,47.900002,670.419983,35ha8709,35ha8709,O
314,48.810001,671.409973,67wu0810,67wu0810,O
315,47.810001,671.23999,59bo5587,59bo5587,O
316,47.470001,670.929993,59so4318,59so4318,O
317,47.639998999999996,670.200012,35mu2595,35mu2595,O
318,47.400002,670.47998,26gu2948,26gu2948,O
319,49.259997999999996,671.27002,seoul88aa1620,seoul88aa1620,O
320,48.380001,670.780029,52wu643,52wu6443,X
321,48.189999,670.919983,29doe939,29doe9939,X
322,49.669998,671.840027,gyeongbuk86ba2455,gyeongbuk86ba2455,O
323,47.599998,671.200012,91ba8690,gyeonggi91ba8690,X
324,48.419998,671.669983,30nu3052,gyeongnam30nu3052,X
325,49.459998999999996,671.820007,57jo0306,57jo0306,O
326,49.299999,672.48999,59goe523,59goe5233,X
327,49.380001,672.049988,16ma4715,16ma4715,O
328,48.529999,671.130005,83ga6071,83ga6071,O
329,49.34,671.710022,busan94aa5279,busan94aa5279,O
330,48.799999,671.380005,daegu82aa5103,daegu82aa5103,O
331,49.130001,671.72998,91aoe5767,91aoe5767,O
332,48.799999,671.219971,28bu770,28bu7770,X
333,49.259997999999996,671.5,36du767,36du7677,X
334,49.279999,671.469971,busan93aa1032,busan93aa1032,O
335,48.77,671.090027,08du0634,08du0634,O
336,48.330002,670.780029,42joe1738,42joe1738,O
337,48.18,671.169983,97ra5591,97ra5591,O
338,48.240002000000004,670.75,55aoe4823,55aoe4823,O
339,48.689999,671.119995,53so7212,53so7212,O
340,49.34,672.3599849999999,roe,09roe5277,X
341,48.0,670.26001,64do1018,64do1018,O
342,48.59,671.049988,42nu5107,42nu5107,O
343,48.009997999999996,670.409973,oo,01oo1814,X
344,48.509997999999996,670.960022,16ra2060,16ra2060,O
345,49.220001,671.570007,39wu7603,39wu7603,O
346,47.82,670.539978,42ro3424,42ro3424,O
347,48.720001,670.650024,18ho010,11ho8010,X
348,48.080002,670.75,62no8943,62no8943,O
349,47.82,670.22998,45boe3198,45boe3198,O
350,47.540001000000004,670.049988,daejeon87aa5637,daejeon87aa5637,O
351,48.060001,670.97998,doe,jeonbuk29doe2012,X
352,47.59,669.98999,18ga9716,18ga9716,O
353,47.639998999999996,670.070007,82su3155,82su3155,O
354,49.59,672.080017,60da7108,60da7108,O
355,48.630001,670.950012,su3456,33su4566,X
356,49.360001000000004,671.830017,47bu204,47bu2204,X
357,49.57,672.830017,58da6456,58da6456,O
358,49.049999,671.590027,37oo0362,37oo0362,O
359,48.189999,670.460022,jeonnam80ba8676,jeonnam80ba8676,O
360,49.009997999999996,671.3099980000001,chungbuk14go7592,chungbuk14go7592young,X
361,49.450001,672.549988,21doe8868,21doe8868,O
362,48.07,670.590027,93ru3288,93ru3288,O
363,48.009997999999996,670.400024,55wu9773,55wu9773,O
364,48.060001,670.669983,nu2324,22nu3244,X
365,49.470001,671.8099980000001,14do7801,14do7801,O
366,47.869999,670.280029,83bu9897,83bu9897,O
367,48.970001,671.6099849999999,incheon82ba8835,incheon82ba8835,O
368,48.330002,670.710022,59du0408,59du0408,O
369,48.380001,670.76001,89go4084,89go4084,O
370,49.34,672.380005,gangwon28go2163,gangwon28go2163,O
371,49.09,671.73999,156ju1610,56ju1610,X
372,47.060001,671.580017,110101,67bo1647,X
373,48.41,671.77002,89jo2828,89jo2828,O
374,49.009997999999996,671.23999,40ha584,40hoe5584,X
375,49.240002000000004,671.77002,busan90ba9999,busan90ba9999,O
376,48.220001,670.369995,daejeon99ba3142,daejeon99ba3142,O
377,48.580002,670.969971,60go5405,60go5405,O
378,48.990002000000004,671.820007,87aa8385,daejeon87aa8385,X
379,48.709998999999996,671.200012,21soe9272,21soe9272,O
380,49.009997999999996,671.47998,jeonnam91ba9832,jeonnam91ba9832,O
381,47.619999,669.8099980000001,24gu4373,24gu4373,O
382,48.66,671.039978,25do9663,25do9663,O
383,49.25,671.630005,05mu5342,05mu5342,O
384,48.029999,670.1099849999999,81gu8478,81gu8478,O
385,48.869999,673.039978,boe,87boe7594,X
386,48.18,670.960022,82du8752,82du8752,O
387,48.66,671.210022,48so4710,48so4710,O
388,48.099998,670.650024,jo0378,03jo7788,X
389,49.450001,672.130005,36du0869,36du0869,O
390,48.939999,671.210022,gyeongnam81sa1291,gyeongnam81sa1291,O
391,47.560001,670.77002,37na8451,seoul37na8451,X
392,49.34,671.8900150000001,35moe1303,35moe1303,O
393,48.259997999999996,670.530029,chungnam80aa1937,chungnam80aa1937,O
394,48.330002,670.530029,49go9492,49go9492,O
395,48.150002,670.869995,35ma5137,35ma5137,O
396,47.82,670.3599849999999,63wu6593,63wu6593,O
397,47.41,669.799988,42roe3777,42roe3777,O
398,48.25,670.8599849999999,41gu1087,41gu1087,O
399,48.849998,671.210022,25do6145,25do6145,O
400,48.02,671.080017,da,23da6454,X
401,48.220001,670.5599980000001,09ju779,09ju7779,X
402,47.82,670.380005,2na6083,22na6083,X
403,48.759997999999996,671.130005,37doe034,37doe0344,X
404,47.959998999999996,670.789978,29joe6193,29joe6193,O
405,48.189999,670.320007,14so7568,14so7568,O
406,47.93,670.150024,67ro9821,67ro9821,O
407,49.119999,671.429993,32493,32soe9316,X
408,48.419998,671.23999,81mu8864,81mu8864,O
409,48.02,670.98999,25du4587,25du4587,O
410,48.98,670.72998,gyeonggi88ja1178,gyeonggi88ja1178,O
411,48.889998999999996,671.98999,31da6475,31da6475,O
412,48.490002000000004,671.1099849999999,89nu3659,89nu3659,O
413,47.5,669.9400019999999,69moe630,69moe6630,X
414,48.91,672.460022,boe,95boe6373,X
415,48.82,671.099976,gyeongnam82aa3571,gyeongnam82aa3571,O
416,49.240002000000004,673.429993,boe,95boe8493,X
417,47.450001,670.1900019999999,95do5974,95do5974,O
418,48.490002000000004,670.950012,13goe148,13goe1448,X
419,47.57,669.97998,67wu0184,67wu0184,O
420,48.060001,670.4400019999999,incheon99ba3504,ulsan99ba3504,X
421,48.830002,671.369995,6moe6875,66moe6875,X
422,47.849998,670.200012,53su1418,53su1418,O
423,47.93,670.599976,08no9500,08no9500,O
424,48.0,670.4400019999999,27gu2857,27gu2857,O
425,49.389998999999996,671.789978,96jo6299,96jo6299,O
426,48.52,671.070007,14moe8727,14moe8727,O
427,47.66,670.130005,39no6935,39no6935,O
428,47.66,670.330017,01go5263,01go5263,O
429,49.330002,672.039978,40ba4623,gyeonggi40ba4623,X
430,47.700001,671.130005,89ga2395,jeonbuk89ga2395,X
431,48.16,670.409973,27bu8950,27bu8950,O
432,48.110001000000004,672.909973,jeonnam81ba3127,jeonnam81ba3127,O
433,49.419998,672.340027,jeonnam06ka3669,jeonnam06ra3669,X
434,48.529999,671.27002,46da5346,46da5346,O
435,48.27,670.380005,14boe6285,14boe6285,O
436,48.73,671.299988,25doe394,25doe3944,X
437,47.700001,670.1900019999999,1ga3549,11ga3549,X
438,47.560001,669.8900150000001,12ho1641,12ho1641,O
439,48.970001,671.26001,09doe0859,09doe0859,O
440,49.049999,671.5599980000001,29oo1675,29oo1675,O
441,49.099998,671.570007,30ha4385,30ha4385,O
442,49.389998999999996,672.469971,40ga5639,40ga5639,O
443,47.75,670.3099980000001,83soe7574,83soe7574,O
444,47.299999,669.52002,06joe5301,06joe5301,O
445,49.299999,671.419983,busan92aa7119,busan92aa7119,O
446,48.619999,671.0599980000001,45du9311,45du9311,O
447,48.860001000000004,671.320007,50ha4090,50ha4090,O
448,47.68,670.169983,54ro3057,54ro3057,O
449,49.32,671.630005,41so3748,41so3748,O
450,47.41,670.580017,08ga1911,08ga1911,O
451,49.400002,671.369995,67moe2025,67moe2025,O
452,48.299999,670.8900150000001,26moe356,26moe3356,X
453,47.720001,669.460022,goe185,gyeonggi85ja5137,X
454,48.959998999999996,671.3599849999999,12ba531,gyeongbuk12ba5311,X
455,48.43,670.840027,18soe3802,18soe3802,O
456,47.639998999999996,669.919983,92ma7400,92ma7400,O
457,47.91,670.469971,34doe081,34doe0881,X
458,48.389998999999996,670.4400019999999,97mo624,97mo6244,X
459,47.68,669.880005,28mu847,28mu8447,X
460,47.73,672.090027,87roe4733,87roe4733,O
461,48.939999,671.070007,06mu5871,06mu5871,O
462,48.43,671.22998,50boe1832,50boe1832,O
463,48.169998,670.630005,74so4056,74so4056,O
464,48.23,670.22998,gyeonggi92aa7378,gyeonggi92aa7378,O
465,48.049999,670.450012,43mo9027,43mo9027,O
466,48.009997999999996,670.52002,38do4751,38do4751,O
467,48.73,671.23999,09jo0873,09jo0873,O
468,47.639998999999996,670.080017,15mo8720,15mo8720,O
469,49.439999,671.619995,19aoe5187,19aoe5187,O
470,49.200001,671.599976,03oo6211,03oo6211,O
471,47.5,669.9400019999999,91215,09ru1215,X
472,47.91,670.070007,gangwon83ba1717,gangwon83ba1717,O
473,48.369999,670.72998,46aoe4732,46aoe4732,O
474,49.099998,671.8599849999999,80ja147,daegu80ja1447,X
475,49.130001,671.460022,42joe1374,42joe1374,O
476,47.849998,670.419983,50ra4565,50ra4565,O
477,49.259997999999996,671.72998,25gu4342,25gu4342,O
478,49.09,671.960022,58nu6815,58nu6815,O
479,48.18,670.619995,18go5481,18go5481,O
480,47.959998999999996,670.369995,49ju1963,49ju1963,O
481,48.77,671.460022,35noe3336,35noe3336,O
482,47.990002000000004,670.330017,62moe9836,62moe9836,O
483,48.799999,671.469971,35oo3543,35oo3543,O
484,48.16,670.820007,28wu0970,28wu0970,O
485,48.0,670.380005,81aoe4356,81aoe4356,O
486,48.009997999999996,670.539978,96jo9250,96jo9550,X
487,48.41,670.97998,19no8728,19no8728,O
488,47.619999,670.22998,82doe9458,82doe9458,O
489,47.869999,670.450012,87do291,87do9150,X
491,49.119999,671.570007,54joe0804,54joe0804,O
492,48.060001,670.679993,04na4597,04na4597,O
493,48.990002000000004,671.9400019999999,68ha195,68ha1195,X
494,47.650002,669.9400019999999,48nu6302,48nu6302,O
495,49.16,671.75,84nu3082,84nu3082,O
496,48.02,670.3900150000001,23noe5841,23noe5841,O
497,48.09,670.6099849999999,92gu4082,92gu4082,O
498,48.450001,670.6900019999999,97noe7617,97noe7617,O
499,48.470001,671.030029,36na1196,36na1196,O
500,48.060001,670.289978,17ru4915,17ru4915,O
501,49.080002,671.400024,gangwon86ba2503,gangwon86ba2503,O
502,46.84,671.0,50go587,50go8707,X
503,48.869999,671.22998,36do3808,36do3808,O
504,47.959998999999996,670.599976,83moe3967,83moe3967,O
505,47.84,670.210022,1joe1832,11joe1832,X
